time_mav,time_zero_crossing_rate,freq_low_high_ratio,traditional_rms
0.16033737344770999,0.04629996042738425,104003480.09123126,0.23915541448577846
0.22704937810540954,0.05389221556886228,126873947.06059678,0.2557093753094623
0.3786539030614558,0.062388591800356503,264962694.7954943,0.47082280549272926
0.38452679032361836,0.06103619588360539,154276303.99108413,0.4470484582107332
0.21106605415547183,0.0384990253411306,134731852.17568153,0.32789680360997764
0.4169771875101616,0.04944255937954435,309640511.5152906,0.5177727023796359
0.3469479153556013,0.04994054696789536,159962092.28774902,0.4094721211988629
0.20494059797946818,0.029857397504456328,278039760.70040965,0.3346893143983098
0.20279314447728639,0.04030226700251889,99392189.80415176,0.23537072828604164
0.286097536320288,0.04723707664884135,83244810.79347464,0.3477128903887209
0.22804638744241548,0.045454545454545456,41270659.69074523,0.27099303565849037
0.29409275111562894,0.0562429696287964,245474155.90260363,0.4159353112036382
0.37860808044407185,0.05855855855855856,257570662.4828128,0.5367581048796309
0.29016323972217173,0.05717367853290183,195064479.11706477,0.34527502165211355
0.17232773647279018,0.03859857482185273,78214696.42389676,0.21019692717715294
0.2714604546395485,0.059729351376574896,221805382.7690372,0.35953827924326004
0.3683673639742551,0.0659846547314578,191559651.2625323,0.4818992612908769
0.38235224938972573,0.04950936663693131,292205353.22557664,0.4051341886647201
0.23074119938159235,0.038559107052257735,168553820.6006349,0.33946582730586006
0.26729868586047134,0.045283018867924525,191798507.88029262,0.35247477900491425
0.3340261446748214,0.05177265053460889,221053402.32183942,0.4304015056387175
0.40620839442012624,0.044662795891022775,251837833.03797418,0.477179738813413
0.21987002876251138,0.037177063642092,143916054.54382762,0.2929911288036547
0.26308621108002256,0.048658764815970056,188893285.0256499,0.3710863889525244
0.3346349222994674,0.0428169014084507,380896296.74551386,0.4180435764404311
0.24960564617441625,0.05177265053460889,79754697.56821673,0.27021370080733953
0.07614749045947572,0.030440148087206912,20215592.573217265,0.10193373896293598
0.07739820846818614,0.027415580073553995,16885735.03385718,0.0948806024409222
0.16183971672763722,0.0324435318275154,90527193.87386921,0.21399015729354526
0.21940864707493968,0.03798054654932839,3346795.453374972,0.3468942830957657
0.3320392173617823,0.05305574210879785,12974824.393605972,0.545594805948043
0.5392318255331957,0.0380859375,80477857.72044258,0.5062225774084298
0.07127032220162623,0.05752821359757776,250.02942807539563,0.07249959996293705
0.47262301039802357,0.0448780487804878,29987925.099645916,1.105890437662957
0.7240652803765268,0.03318692044899951,14774557.641090827,2.0098117704075764
0.31376539694853023,0.04027355623100304,48.018323093760586,0.933555054687778
0.10763377219220446,0.03872216844143272,38311639.08289796,0.13599869841812107
0.2409869065293123,0.04717948717948718,154066658.29405615,0.30979654179906885
0.26745545380844216,0.04767776407727086,238892377.85461822,0.30507599355163895
0.12113367594795516,0.029866666666666666,49424149.56844568,0.14538959817766964
0.21678650769652794,0.0350609756097561,7306316.28780658,0.24274076539714162
0.19483008299820728,0.03360935216755967,109214359.74250016,0.2515783548165195
0.28621338344002484,0.043356643356643354,185760160.9336373,0.36138962712836187
0.4652099036702871,0.04448198198198198,472564553.3685039,0.5678787883646651
0.31733056920563396,0.03885903265812319,240780598.8642675,0.42647201113870287
0.19533136899857406,0.02869846402586904,115764455.54635991,0.2599788158573813
0.3144214678369182,0.03946694003075346,247896239.10070762,0.39834754848474063
0.36300309194442926,0.050473186119873815,252544535.2711156,0.5297686062178586
0.5506918612271738,0.03762074224707677,547884480.4698111,0.7266843145332083
0.06609601034215035,0.037109375,5600511.25887595,0.09153495566056304
0.13946942667284623,0.036340316374519024,38736521.32490493,0.17710408606337738
0.1413813035793463,0.04064314426083073,48239845.389520876,0.19865437980914788
0.27526642320503186,0.03654822335025381,183620707.5039046,0.3122552465703303
0.4171172154065428,0.05478750640040963,367375244.72856766,0.5689534127184583
0.11969303435091407,0.03206412825651302,62203545.03869131,0.15947077403738683
0.13607643395557678,0.04063301967493584,50339148.35744973,0.17778133249632289
0.17745036440805112,0.037579306979014154,114253708.0947771,0.2516230426108767
0.2762343393114666,0.03934817170111288,216862546.54447925,0.3649867527681592
0.15774260778521898,0.028253424657534245,115984338.45958607,0.2778411515744672
0.22178205733069722,0.026637069922308545,129774840.69013903,0.24114507337065996
0.30697942669317113,0.02841173730787145,243082912.15500647,0.32761949307354093
0.549337329244382,0.02842497670083877,727849401.4930646,0.6696542540357231
