time_mav,time_zero_crossing_rate,freq_low_high_ratio,traditional_rms,traditional_mnf
0.3789652310326561,0.0485,280403373.9097468,0.5434011508652251,23.306484157472802
0.46602839449781447,0.0385,441750809.7548646,0.6724177900702553,17.979174558328662
0.1789190608218616,0.02775,96211338.06319948,0.188355042245335,13.723695872098371
0.27518719898887756,0.0405,202702589.07308468,0.39851982493158505,17.704516720949094
0.24926339041899007,0.03225,157227576.64935204,0.3311360941438378,16.24228125001508
0.28413620505193454,0.03075,252160125.7907963,0.3868465708817729,14.575989719924035
0.2501000574622568,0.02825,164778476.73640266,0.3130903808412296,14.106423744573693
0.2199822031921553,0.04275,2869008.2778211692,0.3200916789524838,21.313145895577794
0.23580831616526576,0.03475,70444871.21435533,0.28852117448091674,17.01570343193338
0.25090766920677643,0.03125,98580272.76108617,0.3162440932162155,16.268428612486442
0.29362730752657396,0.0255,86618365.88920423,0.34965969898237353,11.835462971028049
0.45331669433472255,0.035,446445929.19247526,0.6094058408561676,16.533890000606053
0.32781441445759324,0.03775,224743487.23823974,0.4416981151208755,17.21778896375708
0.3386966457964001,0.02525,347499876.6494915,0.4445787659080246,12.701193432788093
0.2751710117120977,0.029,204294868.54098493,0.36813194499242685,13.63408284567579
0.2983386384294025,0.0285,254490483.32967806,0.4220621467597154,13.307120556813636
0.33902603941404397,0.02775,318640980.9825132,0.46041975377467553,13.69383240732081
0.36096572405548266,0.025,341076790.9369666,0.5044398667821197,13.043930274498889
0.287228459683846,0.028,158314790.53609025,0.311088431941618,12.402270954680043
0.2791785486491643,0.04225,128864999.85289599,0.39964588754418945,19.414984234721512
0.2550256078339712,0.04175,166430680.3885922,0.29293814668129153,18.51068132150509
0.19121361663386585,0.03775,81458546.83908425,0.22999401282864,18.63641183535657
0.18319047469443894,0.03675,109968601.56733802,0.20429057726602465,17.430072392769205
0.23494866980945842,0.03475,202960240.075796,0.25090457026986185,16.468701814151157
0.25036324288808315,0.03725,241095599.53095943,0.2147087958304392,16.214067652548582
0.18646576740532939,0.03725,117618238.48487127,0.19843678946845167,15.983361296919565
0.15691073622050863,0.035,74051442.75035068,0.19663012530101434,14.176521718555438
0.18034123811368072,0.02825,76192593.4530734,0.19307462846306814,12.897636195459807
0.37075937782122687,0.0585,184433127.87434137,0.5315516406725004,27.922946697745765
0.29818204938753956,0.05325,202120006.82279912,0.4155810007860231,23.506640039151048
0.28460435828327874,0.05075,210266681.04564688,0.37009186755391543,21.863718186690615
0.21427267154281646,0.04675,121664888.56551836,0.2341122773685922,19.43259171986314
0.49945186378723033,0.04,49197294.15823129,0.6090559446680296,19.504443165348103
0.4514984022296652,0.04425,134748328.26148614,0.5507607999001801,21.41469868066197
0.5530672422368327,0.02925,720653228.1528078,0.6924953716207443,13.661466538711693
0.40639547361802486,0.04125,337323040.37621635,0.5733981453936323,20.64122516635536
0.2537253544441143,0.0425,261922494.67029342,0.36792673505437484,18.19210293026198
0.23476241678048038,0.03775,165720343.10229266,0.2999437144614321,16.00354392853018
0.4261891115122884,0.034,138428344.1500499,0.6210901303709626,16.04754320317034
0.35236890278920197,0.03275,97116781.52737367,0.4684471811614918,14.93671025163987
0.31928516749928065,0.0265,315234765.85865194,0.3754578354625425,12.171554123747354
0.27050898185909517,0.0435,169984266.28910258,0.3158365768227555,20.694758417195086
0.3689599549863161,0.038,259993333.98749372,0.4323929043043761,17.74021843775346
0.3784987022695917,0.0405,370006064.341263,0.4823571104779083,17.62321323576877
0.36310490589271793,0.0295,347231580.49093354,0.418707742979629,14.449300962065339
0.35085885936579964,0.02925,342282321.50334513,0.3624816356407587,13.837536929223095
0.16476361399280268,0.07175,5655347.338731345,0.23679760968812863,36.169555394692615
0.2144973172860526,0.0635,8912182.636628704,0.292636550987681,29.203830440608765
0.27742776585367795,0.0475,14417020.608591937,0.37202477937266604,23.188087054561564
0.3686194800411225,0.04375,317567771.24172884,0.5249476263119041,21.447605487674476
0.279550963843555,0.03875,201121351.97405678,0.3950920072157853,19.968902629026555
0.31095227228152655,0.042,260436468.25931144,0.4294028272706604,19.210235901783946
0.22088776855433087,0.02975,117592953.14102148,0.2671252474464222,13.479477073059622
0.18178157967480627,0.0385,11278158.407388104,0.24446207052949318,17.72697410189515
0.1609948669804141,0.035,1029539.9172582587,0.258417136479568,21.672827454261412
0.19711551374370964,0.0345,61333652.16783801,0.25354607735625695,15.858303547289362
0.18029955923445,0.03725,2460117.920020162,0.259309695221225,18.851053308477283
0.12109046143669822,0.03025,40860247.875302754,0.14758037581474362,14.335867991897855
